All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : MH232.fasta
SeqY filename        : MH7422.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|525903163|ref|NC_021831.1|
SeqX length          : 892758
SeqY length          : 898495
Min.fragment.length  : 100
Min.Identity         : 50
Tot Hits (seeds)     : 1538493
Tot Hits (seeds) used: 1505352
Total fragments      : 582
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,24553,23388,28069,26904,f,0,3517,13844,3489,0.98,0.99,0,0
Frag,18996,17827,22461,21292,f,0,3466,13632,3437,0.98,0.99,0,0
Frag,18480,17310,19011,17841,f,0,532,2096,528,0.98,0.99,0,0
Frag,47896,46627,49573,48304,f,0,1678,6416,1641,0.96,0.98,0,0
Frag,49523,48253,62737,61467,f,0,13215,51892,13094,0.98,0.99,0,0
Frag,62724,61453,73692,72421,f,0,10969,23636,8439,0.54,0.77,0,0
Frag,66812,65540,70969,69697,f,0,4158,16080,4089,0.97,0.98,0,0
Frag,90976,89703,93254,91981,f,0,2279,8892,2251,0.98,0.99,0,0
Frag,73676,72402,83901,82627,f,0,10226,38520,9928,0.94,0.97,0,0
Frag,83887,82612,88858,87583,f,0,4972,19208,4887,0.97,0.98,0,0
Frag,88824,87548,90991,89715,f,0,2168,8384,2132,0.97,0.98,0,0
Frag,99736,96508,104602,101374,f,0,4867,19068,4817,0.98,0.99,0,0
Frag,21879,18441,22135,18697,f,0,257,660,211,0.64,0.82,0,0
Frag,26530,22965,27039,23474,f,0,510,1304,418,0.64,0.82,0,0
Frag,26954,23388,27167,23601,f,0,214,448,163,0.52,0.76,0,0
Frag,32218,28618,32868,29268,f,0,651,2020,578,0.78,0.89,0,0
Frag,24127,20522,24769,21164,f,0,643,1660,529,0.65,0.82,0,0
Frag,23235,19621,23418,19804,f,0,184,504,155,0.68,0.84,0,0
Frag,29782,25357,30427,26002,f,0,646,1776,545,0.69,0.84,0,0
Frag,24315,18441,24571,18697,f,0,257,644,209,0.63,0.81,0,0
Frag,26468,20462,27167,21161,f,0,700,1848,581,0.66,0.83,0,0
Frag,422275,415720,422492,415937,f,0,218,688,195,0.79,0.89,0,0
Frag,28595,21788,28771,21964,f,0,177,372,135,0.53,0.76,0,0
Frag,29445,22620,30246,23421,f,0,802,1720,616,0.54,0.77,0,0
Frag,30214,23388,30435,23609,f,0,222,448,167,0.50,0.75,0,0
Frag,30511,23648,31559,24696,f,0,1049,2180,797,0.52,0.76,0,0
Frag,31663,24794,31849,24980,f,0,187,420,146,0.56,0.78,0,0
Frag,26716,18441,26972,18697,f,0,257,796,228,0.77,0.89,0,0
Frag,32220,22957,32684,23421,f,0,465,1068,366,0.57,0.79,0,0
Frag,32652,23388,32865,23601,f,0,214,432,161,0.50,0.75,0,0
Frag,29780,20514,30438,21172,f,0,659,1476,514,0.56,0.78,0,0
Frag,28905,19627,29024,19746,f,0,120,264,93,0.55,0.78,0,0
Frag,192424,181946,192881,182403,f,0,458,1664,437,0.91,0.95,0,0
Frag,285890,275397,287014,276521,f,0,1125,2604,888,0.58,0.79,0,0
Frag,419262,408321,419472,408531,f,0,211,756,200,0.90,0.95,0,0
Frag,29976,18441,30237,18702,f,0,262,656,213,0.63,0.81,0,0
Frag,32066,20362,32865,21161,f,0,800,1728,616,0.54,0.77,0,0
Frag,422199,408676,422309,408786,f,0,111,364,101,0.82,0.91,0,0
Frag,32414,18441,32675,18702,f,0,262,656,213,0.63,0.81,0,0
Frag,401672,384832,401792,384952,f,0,121,324,101,0.67,0.83,0,0
Frag,405351,384769,405462,384880,f,0,112,248,87,0.55,0.78,0,0
Frag,254199,214021,254301,214123,f,0,103,228,80,0.55,0.78,0,0
Frag,226950,169179,227397,169626,f,0,448,1096,361,0.61,0.81,0,0
Frag,226816,169042,226945,169171,f,0,130,320,105,0.62,0.81,0,0
Frag,298694,240919,299141,241366,f,0,448,1096,361,0.61,0.81,0,0
Frag,299149,241371,299278,241500,f,0,130,336,107,0.65,0.82,0,0
Frag,305724,244182,307929,246387,f,0,2206,8424,2156,0.95,0.98,0,0
Frag,307195,239785,307377,239967,f,0,183,412,143,0.56,0.78,0,0
Frag,478220,400899,478535,401214,f,0,316,808,259,0.64,0.82,0,0
Frag,477908,400579,478242,400913,f,0,335,855,274,0.64,0.82,0,0
Frag,221884,137544,224036,139696,f,0,2153,8308,2115,0.96,0.98,0,0
Frag,228341,138096,228534,138289,f,0,194,424,150,0.55,0.77,0,0
Frag,570035,373981,570299,374245,f,0,265,860,240,0.81,0.91,0,0
Frag,393203,112453,393337,112587,f,0,135,484,128,0.90,0.95,0,0
Frag,393332,112581,393638,112887,f,0,307,1148,297,0.93,0.97,0,0
Frag,395974,113194,396137,113357,f,0,164,528,148,0.80,0.90,0,0
Frag,395807,113025,395979,113197,f,0,173,620,164,0.90,0.95,0,0
Frag,735809,409399,735929,409519,f,0,121,332,102,0.69,0.84,0,0
Frag,369286,26885,369389,26988,f,0,104,304,90,0.73,0.87,0,0
Frag,365803,20977,365987,21161,f,0,185,372,139,0.50,0.75,0,0
Frag,650795,299082,650907,299194,f,0,113,348,100,0.77,0.88,0,0
Frag,650913,299199,651219,299505,f,0,307,628,232,0.51,0.76,0,0
Frag,814144,435935,814286,436077,f,0,143,444,127,0.78,0.89,0,0
Frag,405356,26888,405456,26988,f,0,101,292,87,0.72,0.86,0,0
Frag,665345,155424,666083,156162,f,0,739,1676,579,0.57,0.78,0,0
Frag,658094,143537,658452,143895,f,0,359,772,276,0.54,0.77,0,0
Frag,658464,143904,659261,144701,f,0,798,1696,611,0.53,0.77,0,0
Frag,892552,0,892757,205,f,0,206,792,202,0.96,0.98,0,0
Frag,106200,23608,106420,23388,r,0,221,452,167,0.51,0.76,0,0
Frag,380581,21175,380780,20976,r,0,200,424,153,0.53,0.77,0,0
Frag,22145,396237,22345,396037,r,0,201,428,154,0.53,0.77,0,0
Frag,330599,114846,330824,114621,r,0,226,584,186,0.65,0.82,0,0
Frag,332242,113203,332445,113000,r,0,204,704,190,0.86,0.93,0,0
Frag,324753,120693,327740,117706,r,0,2988,11400,2919,0.95,0.98,0,0
Frag,330754,114692,330893,114553,r,0,140,368,116,0.66,0.83,0,0
Frag,332119,113327,332252,113194,r,0,134,432,121,0.81,0.90,0,0
Frag,327575,117872,332054,113393,r,0,4480,14112,4004,0.79,0.89,0,0
Frag,330298,115150,330633,114815,r,0,336,1160,313,0.86,0.93,0,0
Frag,315727,129728,319050,126405,r,0,3324,12592,3236,0.95,0.97,0,0
Frag,318965,126491,321348,124108,r,0,2384,9200,2342,0.96,0.98,0,0
Frag,309231,136231,309977,135485,r,0,747,2868,732,0.96,0.98,0,0
Frag,309974,135489,310539,134924,r,0,566,2056,540,0.91,0.95,0,0
Frag,310383,135081,315747,129717,r,0,5365,20436,5237,0.95,0.98,0,0
Frag,309070,136401,309242,136229,r,0,173,684,172,0.99,0.99,0,0
Frag,321320,124151,324629,120842,r,0,3310,12560,3225,0.95,0.97,0,0
Frag,305777,139696,309076,136397,r,0,3300,12520,3215,0.95,0.97,0,0
Frag,344152,104502,345983,102671,r,0,1832,7096,1803,0.97,0.98,0,0
Frag,338290,110366,341497,107159,r,0,3208,12016,3106,0.94,0.97,0,0
Frag,341434,107223,341945,106712,r,0,512,1952,500,0.95,0.98,0,0
Frag,345979,102678,347290,101367,r,0,1312,5224,1309,1.00,1.00,0,0
Frag,341931,106727,344169,104489,r,0,2239,8812,2221,0.98,0.99,0,0
Frag,335796,112884,336099,112581,r,0,304,1088,288,0.89,0.95,0,0
Frag,336095,112587,337679,111003,r,0,1585,5932,1534,0.94,0.97,0,0
Frag,337892,110791,338385,110298,r,0,494,1912,486,0.97,0.98,0,0
Frag,337643,111042,337912,110773,r,0,270,856,242,0.79,0.90,0,0
Frag,222436,239967,222629,239774,r,0,194,416,149,0.54,0.77,0,0
Frag,285238,180686,285729,180195,r,0,492,1656,453,0.84,0.92,0,0
Frag,108439,359755,109287,358907,r,0,849,3316,839,0.98,0.99,0,0
Frag,224734,243462,224847,243349,r,0,114,264,90,0.58,0.79,0,0
Frag,112720,355492,113838,354374,r,0,1119,4388,1108,0.98,0.99,0,0
Frag,109387,358826,112730,355483,r,0,3344,13200,3322,0.99,0.99,0,0
Frag,113837,354387,119449,348775,r,0,5613,17748,5025,0.79,0.90,0,0
Frag,116022,352203,116940,351285,r,0,919,3500,897,0.95,0.98,0,0
Frag,224746,243480,224877,243349,r,0,132,344,109,0.65,0.83,0,0
Frag,119983,348258,123424,344817,r,0,3442,13544,3414,0.98,0.99,0,0
Frag,224331,243910,224439,243802,r,0,109,308,93,0.71,0.85,0,0
Frag,224730,243511,224892,243349,r,0,163,476,141,0.73,0.87,0,0
Frag,119446,348797,120014,348229,r,0,569,2236,564,0.98,0.99,0,0
Frag,123642,344603,139496,328749,r,0,15855,62380,15725,0.98,0.99,0,0
Frag,123412,344834,123646,344600,r,0,235,916,232,0.97,0.99,0,0
Frag,139486,328763,140118,328131,r,0,633,2276,601,0.90,0.95,0,0
Frag,140053,328197,143232,325018,r,0,3180,12424,3143,0.98,0.99,0,0
Frag,224732,243524,224907,243349,r,0,176,384,136,0.55,0.77,0,0
Frag,190612,277645,190820,277437,r,0,209,636,184,0.76,0.88,0,0
Frag,186902,281356,190652,277606,r,0,3751,14772,3722,0.98,0.99,0,0
Frag,143115,325144,144240,324019,r,0,1126,3880,1048,0.86,0.93,0,0
Frag,148234,320025,153433,314826,r,0,5200,20192,5124,0.97,0.99,0,0
Frag,153422,314843,154599,313666,r,0,1178,4408,1140,0.94,0.97,0,0
Frag,154575,313691,184663,283603,r,0,30089,67620,23497,0.56,0.78,0,0
Frag,184501,283766,184666,283601,r,0,166,648,164,0.98,0.99,0,0
Frag,190914,277353,191143,277124,r,0,230,776,212,0.84,0.92,0,0
Frag,161337,306931,161979,306289,r,0,643,2444,627,0.95,0.98,0,0
Frag,164951,303318,170493,297776,r,0,5543,16564,4842,0.75,0.87,0,0
Frag,161955,306315,164985,303285,r,0,3031,11724,2981,0.97,0.98,0,0
Frag,144225,324046,145435,322836,r,0,1211,4636,1185,0.96,0.98,0,0
Frag,213028,255243,224920,243351,r,0,11893,45860,11679,0.96,0.98,0,0
Frag,145406,322866,148255,320017,r,0,2850,11176,2822,0.98,0.99,0,0
Frag,184764,283508,184944,283328,r,0,181,428,144,0.59,0.80,0,0
Frag,207621,260651,213067,255205,r,0,5447,21444,5404,0.98,0.99,0,0
Frag,184591,283684,186860,281415,r,0,2270,7296,2047,0.80,0.90,0,0
Frag,186650,281626,186924,281352,r,0,275,892,249,0.81,0.91,0,0
Frag,192036,276241,192382,275895,r,0,347,1212,325,0.87,0.94,0,0
Frag,197415,270862,207630,260647,r,0,10216,40104,10121,0.98,0.99,0,0
Frag,191138,277140,197420,270858,r,0,6283,22596,5966,0.90,0.95,0,0
Frag,191341,276938,191487,276792,r,0,147,476,133,0.81,0.90,0,0
Frag,224789,243497,224937,243349,r,0,149,388,123,0.65,0.83,0,0
Frag,284237,184054,285874,182417,r,0,1638,6192,1593,0.95,0.97,0,0
Frag,282363,185929,284252,184040,r,0,1890,7400,1870,0.98,0.99,0,0
Frag,285872,182421,286453,181840,r,0,582,1744,509,0.75,0.87,0,0
Frag,286359,181935,288344,179950,r,0,1986,7776,1965,0.98,0.99,0,0
Frag,288319,179976,288618,179677,r,0,300,656,232,0.55,0.77,0,0
Frag,271474,196822,274593,193703,r,0,3120,11752,3029,0.94,0.97,0,0
Frag,288459,179837,288781,179515,r,0,323,1220,314,0.94,0.97,0,0
Frag,264915,203382,271481,196816,r,0,6567,25796,6508,0.98,0.99,0,0
Frag,276994,191303,277605,190692,r,0,612,2376,603,0.97,0.99,0,0
Frag,277600,190698,282377,185921,r,0,4778,12952,4008,0.68,0.84,0,0
Frag,278349,189950,279527,188772,r,0,1179,4468,1148,0.95,0.97,0,0
Frag,291004,177295,293361,174938,r,0,2358,9232,2333,0.98,0.99,0,0
Frag,275850,192450,276870,191430,r,0,1021,3692,972,0.90,0.95,0,0
Frag,288769,179531,291008,177292,r,0,2240,8904,2233,0.99,1.00,0,0
Frag,224361,243940,224468,243833,r,0,108,272,88,0.63,0.81,0,0
Frag,274577,193724,275707,192594,r,0,1131,4436,1120,0.98,0.99,0,0
Frag,293357,174944,294593,173708,r,0,1237,4860,1226,0.98,0.99,0,0
Frag,275703,192599,275864,192438,r,0,162,648,162,1.00,1.00,0,0
Frag,294576,173731,294741,173566,r,0,166,632,162,0.95,0.98,0,0
Frag,296250,172057,298480,169827,r,0,2231,8668,2199,0.97,0.99,0,0
Frag,227678,240630,228571,239737,r,0,894,3536,889,0.99,0.99,0,0
Frag,294689,173620,296285,172024,r,0,1597,5972,1545,0.93,0.97,0,0
Frag,227485,240829,227600,240714,r,0,116,312,97,0.67,0.84,0,0
Frag,304048,164266,304764,163550,r,0,717,2844,714,0.99,1.00,0,0
Frag,305595,162719,305784,162530,r,0,190,400,145,0.53,0.76,0,0
Frag,227485,240830,227685,240630,r,0,201,524,166,0.65,0.83,0,0
Frag,241697,226618,241954,226361,r,0,258,784,227,0.76,0.88,0,0
Frag,304754,163561,305123,163192,r,0,370,1408,361,0.95,0.98,0,0
Frag,224819,243497,227601,240715,r,0,2783,10292,2678,0.92,0.96,0,0
Frag,238086,230230,244240,224076,r,0,6155,23244,5983,0.94,0.97,0,0
Frag,305118,163198,305674,162642,r,0,557,1772,500,0.80,0.90,0,0
Frag,231013,237307,238099,230221,r,0,7087,27540,6986,0.97,0.99,0,0
Frag,298470,169850,304060,164260,r,0,5591,20820,5398,0.93,0.97,0,0
Frag,244228,224093,248520,219801,r,0,4293,15172,4043,0.88,0.94,0,0
Frag,228577,239745,231046,237276,r,0,2470,9592,2434,0.97,0.99,0,0
Frag,248034,220288,258017,210305,r,0,9984,38960,9862,0.98,0.99,0,0
Frag,258530,209799,263722,204607,r,0,5193,20460,5154,0.98,0.99,0,0
Frag,257972,210358,258598,209732,r,0,627,2244,594,0.89,0.95,0,0
Frag,263714,204616,264963,203367,r,0,1250,4928,1241,0.99,0.99,0,0
Frag,224824,243507,224965,243366,r,0,142,360,116,0.63,0.82,0,0
Frag,224849,243497,224967,243379,r,0,119,340,102,0.71,0.86,0,0
Frag,224854,243507,224965,243396,r,0,112,288,92,0.64,0.82,0,0
Frag,287608,183053,288099,182562,r,0,492,1744,464,0.89,0.94,0,0
Frag,228341,245835,228534,245642,r,0,194,424,150,0.55,0.77,0,0
Frag,97917,436077,98059,435935,r,0,143,460,129,0.80,0.90,0,0
